module,n_pairs,cor_pearson,cor_spearman
Angio_bulk,4,0.9987785528937824,0.9486832980505139
CSC_bulk,4,0.9767460921987285,0.9486832980505139
TGFb_bulk,4,0.9402206291956305,0.9486832980505139
mTOR_bulk,4,0.9992671576098907,0.9486832980505139
