C,A,dC_dt,dA_dt,T_star,R_star,L_star,M_star,f_ras
0.475,0.825,0.0500981,-0.142325,10.4583,0.620643,1.375,0.792351,1
0.5,0.825,0.0383353,-0.13725,10.7917,0.625631,1.375,0.79259,1
0.525,0.825,0.0265464,-0.132175,11.125,0.630249,1.375,0.792803,1
0.55,0.825,0.0147343,-0.1271,11.4583,0.634529,1.375,0.792993,1
0.575,0.825,0.00290137,-0.122025,11.7917,0.638503,1.375,0.793164,1
0.6,0.825,-0.00895018,-0.11695,12.125,0.642198,1.375,0.793319,1
0.625,0.825,-0.0208184,-0.111875,12.4583,0.645638,1.375,0.793459,1
0.65,0.825,-0.0327016,-0.1068,12.7917,0.648845,1.375,0.793587,1
0.675,0.825,-0.0445981,-0.101725,13.125,0.65184,1.375,0.793703,1
0.7,0.825,-0.0565066,-0.09665,13.4583,0.65464,1.375,0.793809,1
0.725,0.825,-0.0684258,-0.091575,13.7917,0.657261,1.375,0.793906,1
0.75,0.825,-0.0803546,-0.0865,14.125,0.659717,1.375,0.793996,1
0.775,0.825,-0.0922921,-0.081425,14.4583,0.662023,1.375,0.794079,1
0.8,0.825,-0.104237,-0.07635,14.7917,0.664188,1.375,0.794155,1
0.825,0.825,-0.11619,-0.071275,15.125,0.666225,1.375,0.794225,1
0.85,0.825,-0.128148,-0.0662,15.4583,0.668143,1.375,0.794291,1
0.875,0.825,-0.140112,-0.061125,15.7917,0.669951,1.375,0.794352,1
0.9,0.825,-0.152081,-0.05605,16.125,0.671657,1.375,0.794409,1
0.925,0.825,-0.164055,-0.050975,16.4583,0.673268,1.375,0.794462,1
0.95,0.825,-0.176033,-0.0459,16.7917,0.674791,1.375,0.794511,1
0.975,0.825,-0.188015,-0.040825,17.125,0.676232,1.375,0.794557,1
1,0.825,-0.2,-0.03575,17.4583,0.677598,1.375,0.794601,1
0,0.85,0.257035,-0.2475,4.25,0.373258,1.41667,0.750829,1
0.025,0.85,0.249288,-0.24315,4.58333,0.400028,1.41667,0.762165,1
0.05,0.85,0.240339,-0.2388,4.91667,0.424493,1.41667,0.769861,1
0.075,0.85,0.230638,-0.23445,5.25,0.44678,1.41667,0.775267,1
0.1,0.85,0.220446,-0.2301,5.58333,0.467041,1.41667,0.779183,1
0.125,0.85,0.209917,-0.22575,5.91667,0.485441,1.41667,0.782097,1
0.15,0.85,0.199147,-0.2214,6.25,0.502144,1.41667,0.784319,1
0.175,0.85,0.188197,-0.21705,6.58333,0.517308,1.41667,0.786048,1
0.2,0.85,0.177106,-0.2127,6.91667,0.531084,1.41667,0.787418,1
0.225,0.85,0.165903,-0.20835,7.25,0.54361,1.41667,0.788522,1
0.25,0.85,0.154606,-0.204,7.58333,0.555013,1.41667,0.789425,1
0.275,0.85,0.143228,-0.19965,7.91667,0.565406,1.41667,0.790172,1
0.3,0.85,0.131782,-0.1953,8.25,0.574893,1.41667,0.790797,1
0.325,0.85,0.120275,-0.19095,8.58333,0.583567,1.41667,0.791327,1
0.35,0.85,0.108714,-0.1866,8.91667,0.591509,1.41667,0.791778,1
0.375,0.85,0.0971056,-0.18225,9.25,0.598793,1.41667,0.792167,1
0.4,0.85,0.0854548,-0.1779,9.58333,0.605486,1.41667,0.792505,1
0.425,0.85,0.0737661,-0.17355,9.91667,0.611643,1.41667,0.792799,1
0.45,0.85,0.0620433,-0.1692,10.25,0.617319,1.41667,0.793058,1
0.475,0.85,0.0502902,-0.16485,10.5833,0.622559,1.41667,0.793287,1
0.5,0.85,0.0385098,-0.1605,10.9167,0.627404,1.41667,0.79349,1
0.525,0.85,0.026705,-0.15615,11.25,0.631892,1.41667,0.793672,1
0.55,0.85,0.0148784,-0.1518,11.5833,0.636053,1.41667,0.793835,1
0.575,0.85,0.00303214,-0.14745,11.9167,0.63992,1.41667,0.793981,1
0.6,0.85,-0.00883164,-0.1431,12.25,0.643516,1.41667,0.794114,1
0.625,0.85,-0.0207111,-0.13875,12.5833,0.646867,1.41667,0.794234,1
0.65,0.85,-0.0326047,-0.1344,12.9167,0.649992,1.41667,0.794343,1
0.675,0.85,-0.0445109,-0.13005,13.25,0.652912,1.41667,0.794443,1
0.7,0.85,-0.0564285,-0.1257,13.5833,0.655643,1.41667,0.794534,1
0.725,0.85,-0.0683562,-0.12135,13.9167,0.658201,1.41667,0.794618,1
0.75,0.85,-0.080293,-0.117,14.25,0.660599,1.41667,0.794695,1
0.775,0.85,-0.092238,-0.11265,14.5833,0.66285,1.41667,0.794767,1
0.8,0.85,-0.10419,-0.1083,14.9167,0.664967,1.41667,0.794833,1
0.825,0.85,-0.116149,-0.10395,15.25,0.666958,1.41667,0.794894,1
0.85,0.85,-0.128114,-0.0996,15.5833,0.668833,1.41667,0.79495,1
0.875,0.85,-0.140085,-0.09525,15.9167,0.670602,1.41667,0.795003,1
0.9,0.85,-0.15206,-0.0909,16.25,0.672271,1.41667,0.795052,1
0.925,0.85,-0.164039,-0.08655,16.5833,0.673849,1.41667,0.795098,1
0.95,0.85,-0.176023,-0.0822,16.9167,0.675341,1.41667,0.795141,1
0.975,0.85,-0.18801,-0.07785,17.25,0.676753,1.41667,0.795181,1
1,0.85,-0.2,-0.0735,17.5833,0.678091,1.41667,0.795219,1
0,0.875,0.259996,-0.25625,4.375,0.383573,1.45833,0.760244,1
0.025,0.875,0.251439,-0.252625,4.70833,0.409466,1.45833,0.769032,1
0.05,0.875,0.241969,-0.249,5.04167,0.433098,1.45833,0.775063,1
0.075,0.875,0.231919,-0.245375,5.375,0.454606,1.45833,0.779345,1
0.1,0.875,0.221483,-0.24175,5.70833,0.47415,1.45833,0.782475,1
0.125,0.875,0.210778,-0.238125,6.04167,0.491895,1.45833,0.784825,1
0.15,0.875,0.199876,-0.2345,6.375,0.508002,1.45833,0.786629,1
0.175,0.875,0.188825,-0.230875,6.70833,0.522629,1.45833,0.788043,1
0.2,0.875,0.177654,-0.22725,7.04167,0.535921,1.45833,0.78917,1
0.225,0.875,0.166385,-0.223625,7.375,0.548012,1.45833,0.790084,1
0.25,0.875,0.155033,-0.22,7.70833,0.559023,1.45833,0.790833,1
0.275,0.875,0.14361,-0.216375,8.04167,0.569065,1.45833,0.791457,1
0.3,0.875,0.132123,-0.21275,8.375,0.578237,1.45833,0.791981,1
0.325,0.875,0.120582,-0.209125,8.70833,0.586627,1.45833,0.792426,1
0.35,0.875,0.108991,-0.2055,9.04167,0.594314,1.45833,0.792806,1
0.375,0.875,0.097356,-0.201875,9.375,0.601369,1.45833,0.793135,1
0.4,0.875,0.0856815,-0.19825,9.70833,0.607854,1.45833,0.793421,1
0.425,0.875,0.0739716,-0.194625,10.0417,0.613826,1.45833,0.793671,1
0.45,0.875,0.0622299,-0.191,10.375,0.619333,1.45833,0.793892,1
0.475,0.875,0.0504596,-0.187375,10.7083,0.62442,1.45833,0.794087,1
0.5,0.875,0.0386637,-0.18375,11.0417,0.629127,1.45833,0.794261,1
0.525,0.875,0.0268448,-0.180125,11.375,0.633489,1.45833,0.794416,1
0.55,0.875,0.0150053,-0.1765,11.7083,0.637536,1.45833,0.794556,1
0.575,0.875,0.00314729,-0.172875,12.0417,0.641299,1.45833,0.794681,1
0.6,0.875,-0.00872731,-0.16925,12.375,0.6448,1.45833,0.794795,1
0.625,0.875,-0.0206168,-0.165625,12.7083,0.648064,1.45833,0.794899,1
0.65,0.875,-0.0325196,-0.162,13.0417,0.65111,1.45833,0.794993,1
0.675,0.875,-0.0444344,-0.158375,13.375,0.653957,1.45833,0.795079,1
0.7,0.875,-0.0563599,-0.15475,13.7083,0.656622,1.45833,0.795158,1
0.725,0.875,-0.0682951,-0.151125,14.0417,0.659118,1.45833,0.79523,1
0.75,0.875,-0.080239,-0.1475,14.375,0.66146,1.45833,0.795297,1
0.775,0.875,-0.0921906,-0.143875,14.7083,0.663659,1.45833,0.795359,1
0.8,0.875,-0.104149,-0.14025,15.0417,0.665727,1.45833,0.795416,1
0.825,0.875,-0.116114,-0.136625,15.375,0.667674,1.45833,0.795469,1
0.85,0.875,-0.128085,-0.133,15.7083,0.669509,1.45833,0.795518,1
0.875,0.875,-0.140061,-0.129375,16.0417,0.671239,1.45833,0.795564,1
0.9,0.875,-0.152041,-0.12575,16.375,0.672873,1.45833,0.795607,1
0.925,0.875,-0.164025,-0.122125,16.7083,0.674418,1.45833,0.795646,1
0.95,0.875,-0.176014,-0.1185,17.0417,0.675879,1.45833,0.795684,1
0.975,0.875,-0.188005,-0.114875,17.375,0.677263,1.45833,0.795719,1
1,0.875,-0.2,-0.11125,17.7083,0.678575,1.45833,0.795752,1
0,0.9,0.262354,-0.265,4.5,0.393555,1.5,0.767638,1
0.025,0.9,0.253181,-0.2621,4.83333,0.418586,1.5,0.774486,1
0.05,0.9,0.243309,-0.2592,5.16667,0.441404,1.5,0.77924,1
0.075,0.9,0.232986,-0.2563,5.5,0.462157,1.5,0.782649,1
0.1,0.9,0.222358,-0.2534,5.83333,0.481006,1.5,0.785166,1
0.125,0.9,0.211512,-0.2505,6.16667,0.498118,1.5,0.78707,1
0.15,0.9,0.200504,-0.2476,6.5,0.513653,1.5,0.788544,1
0.175,0.9,0.189369,-0.2447,6.83333,0.527763,1.5,0.789705,1
0.2,0.9,0.178131,-0.2418,7.16667,0.540589,1.5,0.790637,1
0.225,0.9,0.166807,-0.2389,7.5,0.552261,1.5,0.791396,1
0.25,0.9,0.155409,-0.236,7.83333,0.562897,1.5,0.792021,1
0.275,0.9,0.143946,-0.2331,8.16667,0.572601,1.5,0.792544,1
0.3,0.9,0.132425,-0.2302,8.5,0.58147,1.5,0.792984,1
0.325,0.9,0.120854,-0.2273,8.83333,0.589588,1.5,0.79336,1
0.35,0.9,0.109236,-0.2244,9.16667,0.59703,1.5,0.793682,1
0.375,0.9,0.0975781,-0.2215,9.5,0.603865,1.5,0.793961,1
0.4,0.9,0.0858827,-0.2186,9.83333,0.610151,1.5,0.794205,1
0.425,0.9,0.074154,-0.2157,10.1667,0.615943,1.5,0.794418,1
0.45,0.9,0.0623954,-0.2128,10.5,0.621288,1.5,0.794606,1
0.475,0.9,0.0506099,-0.2099,10.8333,0.626228,1.5,0.794773,1
0.5,0.9,0.0388002,-0.207,11.1667,0.630801,1.5,0.794922,1
0.525,0.9,0.0269687,-0.2041,11.5,0.635042,1.5,0.795056,1
0.55,0.9,0.0151178,-0.2012,11.8333,0.638979,1.5,0.795176,1
0.575,0.9,0.00324927,-0.1983,12.1667,0.642641,1.5,0.795284,1
0.6,0.9,-0.00863496,-0.1954,12.5,0.646051,1.5,0.795382,1
0.625,0.9,-0.0205333,-0.1925,12.8333,0.649231,1.5,0.795472,1
0.65,0.9,-0.0324444,-0.1896,13.1667,0.6522,1.5,0.795553,1
0.675,0.9,-0.0443668,-0.1867,13.5,0.654977,1.5,0.795628,1
0.7,0.9,-0.0562994,-0.1838,13.8333,0.657577,1.5,0.795696,1
0.725,0.9,-0.0682413,-0.1809,14.1667,0.660014,1.5,0.795759,1
0.75,0.9,-0.0801913,-0.178,14.5,0.662301,1.5,0.795817,1
0.775,0.9,-0.0921488,-0.1751,14.8333,0.66445,1.5,0.79587,1
0.8,0.9,-0.104113,-0.1722,15.1667,0.666471,1.5,0.79592,1
0.825,0.9,-0.116083,-0.1693,15.5,0.668375,1.5,0.795966,1
0.85,0.9,-0.128059,-0.1664,15.8333,0.670169,1.5,0.796009,1
0.875,0.9,-0.140039,-0.1635,16.1667,0.671863,1.5,0.796049,1
0.9,0.9,-0.152024,-0.1606,16.5,0.673463,1.5,0.796086,1
0.925,0.9,-0.164013,-0.1577,16.8333,0.674975,1.5,0.796121,1
0.95,0.9,-0.176006,-0.1548,17.1667,0.676407,1.5,0.796153,1
0.975,0.9,-0.188001,-0.1519,17.5,0.677763,1.5,0.796184,1
1,0.9,-0.2,-0.149,17.8333,0.679049,1.5,0.796213,1
0,0.925,0.26425,-0.27375,4.625,0.40321,1.54167,0.773476,1
0.025,0.925,0.254605,-0.271575,4.95833,0.427395,1.54167,0.778844,1
0.05,0.925,0.244421,-0.2694,5.29167,0.44942,1.54167,0.782612,1
0.075,0.925,0.233885,-0.267225,5.625,0.469439,1.54167,0.785343,1
0.1,0.925,0.223104,-0.26505,5.95833,0.487618,1.54167,0.787377,1
0.125,0.925,0.212145,-0.262875,6.29167,0.50412,1.54167,0.788928,1
0.15,0.925,0.201049,-0.2607,6.625,0.519103,1.54167,0.790137,1
0.175,0.925,0.189845,-0.258525,6.95833,0.532716,1.54167,0.791097,1
0.2,0.925,0.178551,-0.25635,7.29167,0.545095,1.54167,0.79187,1
0.225,0.925,0.16718,-0.254175,7.625,0.556365,1.54167,0.792503,1
0.25,0.925,0.155742,-0.252,7.95833,0.56664,1.54167,0.793028,1
0.275,0.925,0.144244,-0.249825,8.29167,0.57602,1.54167,0.793467,1
0.3,0.925,0.132694,-0.24765,8.625,0.584598,1.54167,0.79384,1
0.325,0.925,0.121096,-0.245475,8.95833,0.592454,1.54167,0.794158,1
0.35,0.925,0.109455,-0.2433,9.29167,0.599661,1.54167,0.794431,1
0.375,0.925,0.0977762,-0.241125,9.625,0.606283,1.54167,0.794669,1
0.4,0.925,0.0860622,-0.23895,9.95833,0.612378,1.54167,0.794877,1
0.425,0.925,0.0743169,-0.236775,10.2917,0.617997,1.54167,0.79506,1
0.45,0.925,0.0625432,-0.2346,10.625,0.623186,1.54167,0.795221,1
0.475,0.925,0.050744,-0.232425,10.9583,0.627984,1.54167,0.795365,1
0.5,0.925,0.038922,-0.23025,11.2917,0.632429,1.54167,0.795493,1
0.525,0.925,0.0270793,-0.228075,11.625,0.636552,1.54167,0.795608,1
0.55,0.925,0.015218,-0.2259,11.9583,0.640383,1.54167,0.795712,1
0.575,0.925,0.00334011,-0.223725,12.2917,0.643948,1.54167,0.795805,1
0.6,0.925,-0.00855276,-0.22155,12.625,0.647269,1.54167,0.79589,1
0.625,0.925,-0.0204591,-0.219375,12.9583,0.650368,1.54167,0.795968,1
0.65,0.925,-0.0323775,-0.2172,13.2917,0.653263,1.54167,0.796038,1
0.675,0.925,-0.0443067,-0.215025,13.625,0.655972,1.54167,0.796103,1
0.7,0.925,-0.0562457,-0.21285,13.9583,0.658509,1.54167,0.796162,1
0.725,0.925,-0.0681935,-0.210675,14.2917,0.660888,1.54167,0.796217,1
0.75,0.925,-0.0801491,-0.2085,14.625,0.663122,1.54167,0.796268,1
0.775,0.925,-0.0921119,-0.206325,14.9583,0.665222,1.54167,0.796314,1
0.8,0.925,-0.104081,-0.20415,15.2917,0.667198,1.54167,0.796358,1
0.825,0.925,-0.116056,-0.201975,15.625,0.66906,1.54167,0.796398,1
0.85,0.925,-0.128036,-0.1998,15.9583,0.670816,1.54167,0.796435,1
0.875,0.925,-0.140021,-0.197625,16.2917,0.672473,1.54167,0.79647,1
0.9,0.925,-0.15201,-0.19545,16.625,0.67404,1.54167,0.796503,1
0.925,0.925,-0.164002,-0.193275,16.9583,0.675521,1.54167,0.796533,1
0.95,0.925,-0.175999,-0.1911,17.2917,0.676924,1.54167,0.796562,1
0.975,0.925,-0.187998,-0.188925,17.625,0.678253,1.54167,0.796588,1
1,0.925,-0.2,-0.18675,17.9583,0.679514,1.54167,0.796613,1
0,0.95,0.265789,-0.2825,4.75,0.412541,1.58333,0.778115,1
0.025,0.95,0.255781,-0.28105,5.08333,0.435899,1.58333,0.782346,1
0.05,0.95,0.245355,-0.2796,5.41667,0.457153,1.58333,0.785351,1
0.075,0.95,0.23465,-0.27815,5.75,0.476463,1.58333,0.787551,1
0.1,0.95,0.223746,-0.2767,6.08333,0.493994,1.58333,0.789204,1
0.125,0.95,0.212695,-0.27525,6.41667,0.509909,1.58333,0.790474,1
0.15,0.95,0.201527,-0.2738,6.75,0.524361,1.58333,0.791471,1
0.175,0.95,0.190265,-0.27235,7.08333,0.537495,1.58333,0.792267,1
0.2,0.95,0.178923,-0.2709,7.41667,0.549445,1.58333,0.792912,1
0.225,0.95,0.167512,-0.26945,7.75,0.560329,1.58333,0.793443,1
0.25,0.95,0.156039,-0.268,8.08333,0.570257,1.58333,0.793884,1
0.275,0.95,0.144511,-0.26655,8.41667,0.579327,1.58333,0.794256,1
0.3,0.95,0.132935,-0.2651,8.75,0.587625,1.58333,0.794571,1
0.325,0.95,0.121313,-0.26365,9.08333,0.595229,1.58333,0.794841,1
0.35,0.95,0.109652,-0.2622,9.41667,0.60221,1.58333,0.795075,1
0.375,0.95,0.0979542,-0.26075,9.75,0.608628,1.58333,0.795278,1
0.4,0.95,0.0862235,-0.2593,10.0833,0.614539,1.58333,0.795456,1
0.425,0.95,0.0744631,-0.25785,10.4167,0.619991,1.58333,0.795613,1
0.45,0.95,0.0626759,-0.2564,10.75,0.625029,1.58333,0.795752,1
0.475,0.95,0.0508644,-0.25495,11.0833,0.629691,1.58333,0.795876,1
0.5,0.95,0.0390312,-0.2535,11.4167,0.634011,1.58333,0.795987,1
0.525,0.95,0.0271784,-0.25205,11.75,0.638022,1.58333,0.796086,1
0.55,0.95,0.0153078,-0.2506,12.0833,0.64175,1.58333,0.796176,1
0.575,0.95,0.00342145,-0.24915,12.4167,0.645221,1.58333,0.796257,1
0.6,0.95,-0.00847921,-0.2477,12.75,0.648456,1.58333,0.796331,1
0.625,0.95,-0.0203927,-0.24625,13.0833,0.651477,1.58333,0.796398,1
0.65,0.95,-0.0323177,-0.2448,13.4167,0.6543,1.58333,0.79646,1
0.675,0.95,-0.0442531,-0.24335,13.75,0.656943,1.58333,0.796516,1
0.7,0.95,-0.0561978,-0.2419,14.0833,0.659419,1.58333,0.796568,1
0.725,0.95,-0.0681509,-0.24045,14.4167,0.661742,1.58333,0.796616,1
0.75,0.95,-0.0801115,-0.239,14.75,0.663925,1.58333,0.79666,1
0.775,0.95,-0.0920789,-0.23755,15.0833,0.665977,1.58333,0.796701,1
0.8,0.95,-0.104052,-0.2361,15.4167,0.667909,1.58333,0.796738,1
0.825,0.95,-0.116032,-0.23465,15.75,0.669731,1.58333,0.796774,1
0.85,0.95,-0.128016,-0.2332,16.0833,0.671449,1.58333,0.796806,1
0.875,0.95,-0.140004,-0.23175,16.4167,0.673071,1.58333,0.796837,1
0.9,0.95,-0.151997,-0.2303,16.75,0.674605,1.58333,0.796866,1
0.925,0.95,-0.163993,-0.22885,17.0833,0.676056,1.58333,0.796892,1
0.95,0.95,-0.175992,-0.2274,17.4167,0.677431,1.58333,0.796917,1
0.975,0.95,-0.187995,-0.22595,17.75,0.678734,1.58333,0.796941,1
1,0.95,-0.2,-0.2245,18.0833,0.67997,1.58333,0.796963,1
0,0.975,0.267052,-0.29125,4.875,0.421557,1.625,0.781822,1
0.025,0.975,0.256764,-0.290525,5.20833,0.444108,1.625,0.785179,1
0.05,0.975,0.246148,-0.2898,5.54167,0.464614,1.625,0.78759,1
0.075,0.975,0.235308,-0.289075,5.875,0.483237,1.625,0.789371,1
0.1,0.975,0.224305,-0.28835,6.20833,0.500143,1.625,0.790721,1
0.125,0.975,0.213177,-0.287625,6.54167,0.515491,1.625,0.791767,1
0.15,0.975,0.20195,-0.2869,6.875,0.529433,1.625,0.792593,1
0.175,0.975,0.190639,-0.286175,7.20833,0.542109,1.625,0.793256,1
0.2,0.975,0.179256,-0.28545,7.54167,0.553645,1.625,0.793796,1
0.225,0.975,0.167809,-0.284725,7.875,0.564159,1.625,0.794243,1
0.25,0.975,0.156306,-0.284,8.20833,0.573754,1.625,0.794616,1
0.275,0.975,0.144752,-0.283275,8.54167,0.582524,1.625,0.794931,1
0.3,0.975,0.133152,-0.28255,8.875,0.590554,1.625,0.795199,1
0.325,0.975,0.12151,-0.281825,9.20833,0.597917,1.625,0.79543,1
0.35,0.975,0.109829,-0.2811,9.54167,0.604679,1.625,0.79563,1
0.375,0.975,0.098115,-0.280375,9.875,0.610901,1.625,0.795805,1
0.4,0.975,0.0863692,-0.27965,10.2083,0.616635,1.625,0.795958,1
0.425,0.975,0.0745952,-0.278925,10.5417,0.621927,1.625,0.796093,1
0.45,0.975,0.0627957,-0.2782,10.875,0.626819,1.625,0.796213,1
0.475,0.975,0.0509731,-0.277475,11.2083,0.631349,1.625,0.79632,1
0.5,0.975,0.0391297,-0.27675,11.5417,0.63555,1.625,0.796416,1
0.525,0.975,0.0272677,-0.276025,11.875,0.639452,1.625,0.796502,1
0.55,0.975,0.0153887,-0.2753,12.2083,0.643081,1.625,0.79658,1
0.575,0.975,0.00349466,-0.274575,12.5417,0.646461,1.625,0.796651,1
0.6,0.975,-0.00841306,-0.27385,12.875,0.649613,1.625,0.796715,1
0.625,0.975,-0.020333,-0.273125,13.2083,0.652558,1.625,0.796774,1
0.65,0.975,-0.0322641,-0.2724,13.5417,0.655311,1.625,0.796827,1
0.675,0.975,-0.044205,-0.271675,13.875,0.65789,1.625,0.796877,1
0.7,0.975,-0.0561549,-0.27095,14.2083,0.660307,1.625,0.796922,1
0.725,0.975,-0.0681127,-0.270225,14.5417,0.662577,1.625,0.796964,1
0.75,0.975,-0.0800779,-0.2695,14.875,0.664709,1.625,0.797002,1
0.775,0.975,-0.0920495,-0.268775,15.2083,0.666715,1.625,0.797038,1
0.8,0.975,-0.104027,-0.26805,15.5417,0.668605,1.625,0.797071,1
0.825,0.975,-0.11601,-0.267325,15.875,0.670386,1.625,0.797102,1
0.85,0.975,-0.127997,-0.2666,16.2083,0.672068,1.625,0.797131,1
0.875,0.975,-0.139989,-0.265875,16.5417,0.673656,1.625,0.797158,1
0.9,0.975,-0.151985,-0.26515,16.875,0.675159,1.625,0.797183,1
0.925,0.975,-0.163984,-0.264425,17.2083,0.676581,1.625,0.797206,1
0.95,0.975,-0.175987,-0.2637,17.5417,0.677928,1.625,0.797229,1
0.975,0.975,-0.187992,-0.262975,17.875,0.679205,1.625,0.797249,1
1,0.975,-0.2,-0.26225,18.2083,0.680417,1.625,0.797269,1
0,1,0.268101,-0.3,5,0.430263,1.66667,0.784805,1
0.025,1,0.257594,-0.3,5.33333,0.452028,1.66667,0.787484,1
0.05,1,0.246828,-0.3,5.66667,0.471809,1.66667,0.789429,1
0.075,1,0.23588,-0.3,6,0.489769,1.66667,0.790879,1
0.1,1,0.224796,-0.3,6.33333,0.506073,1.66667,0.791988,1
0.125,1,0.213605,-0.3,6.66667,0.520877,1.66667,0.792853,1
0.15,1,0.202327,-0.3,7,0.534328,1.66667,0.79354,1
0.175,1,0.190974,-0.3,7.33333,0.546562,1.66667,0.794095,1
0.2,1,0.179555,-0.3,7.66667,0.557702,1.66667,0.79455,1
0.225,1,0.168078,-0.3,8,0.567859,1.66667,0.794927,1
0.25,1,0.156548,-0.3,8.33333,0.577135,1.66667,0.795244,1
0.275,1,0.14497,-0.3,8.66667,0.585618,1.66667,0.795512,1
0.3,1,0.133349,-0.3,9,0.593389,1.66667,0.795741,1
0.325,1,0.121688,-0.3,9.33333,0.60052,1.66667,0.795939,1
0.35,1,0.109991,-0.3,9.66667,0.607073,1.66667,0.796111,1
0.375,1,0.0982609,-0.3,10,0.613106,1.66667,0.796261,1
0.4,1,0.0865015,-0.3,10.3333,0.618668,1.66667,0.796393,1
0.425,1,0.0747151,-0.3,10.6667,0.623806,1.66667,0.79651,1
0.45,1,0.0629044,-0.3,11,0.628558,1.66667,0.796614,1
0.475,1,0.0510716,-0.3,11.3333,0.632961,1.66667,0.796706,1
0.5,1,0.039219,-0.3,11.6667,0.637047,1.66667,0.79679,1
0.525,1,0.0273486,-0.3,12,0.640843,1.66667,0.796865,1
0.55,1,0.015462,-0.3,12.3333,0.644376,1.66667,0.796933,1
0.575,1,0.00356088,-0.3,12.6667,0.647668,1.66667,0.796994,1
0.6,1,-0.00835328,-0.3,13,0.650741,1.66667,0.797051,1
0.625,1,-0.0202792,-0.3,13.3333,0.653612,1.66667,0.797102,1
0.65,1,-0.0322157,-0.3,13.6667,0.656298,1.66667,0.797149,1
0.675,1,-0.0441616,-0.3,14,0.658815,1.66667,0.797192,1
0.7,1,-0.0561162,-0.3,14.3333,0.661175,1.66667,0.797232,1
0.725,1,-0.0680784,-0.3,14.6667,0.663392,1.66667,0.797269,1
0.75,1,-0.0800476,-0.3,15,0.665476,1.66667,0.797302,1
0.775,1,-0.092023,-0.3,15.3333,0.667437,1.66667,0.797334,1
0.8,1,-0.104004,-0.3,15.6667,0.669285,1.66667,0.797363,1
0.825,1,-0.11599,-0.3,16,0.671028,1.66667,0.79739,1
0.85,1,-0.127981,-0.3,16.3333,0.672674,1.66667,0.797416,1
0.875,1,-0.139976,-0.3,16.6667,0.67423,1.66667,0.797439,1
0.9,1,-0.151975,-0.3,17,0.675701,1.66667,0.797462,1
0.925,1,-0.163977,-0.3,17.3333,0.677094,1.66667,0.797482,1
0.95,1,-0.175982,-0.3,17.6667,0.678415,1.66667,0.797502,1
0.975,1,-0.18799,-0.3,18,0.679667,1.66667,0.79752,1
1,1,-0.2,-0.3,18.3333,0.680856,1.66667,0.797537,1
