cell_id,sample_id,seurat_clusters,louvain_cluster,is_CSC,UMAP_1,UMAP_2,Lepr_expr,Krt14_expr,pseudotime,pseudotime_norm,CSC_signature_score
8F-MN-P2-C2-G12_S1140Aligned.quant,8F,3,3,FALSE,-1.206677243016763,0.9375272339081114,0.04809639455161738,3.9959507343871445,33.63215449183294,0.12133897941913607,-0.0010854320686832786
8F-MN-P2-C2-H4_S1144Aligned.quant,8F,2,2,FALSE,0.25095231840749244,-1.5627278739715273,0.05175674888545803,4.00255866623524,51.88985612104499,0.1872095998328731,-0.016811567111190834
8F-MN-P2-C2-H5_S1145Aligned.quant,8F,1,1,TRUE,0.7655572445168064,-1.2280469590926821,0.007643034397012005,3.4184477828470916,NA,NA,0.0326729591618152
8F-MN-P2-C2-H6_S1146Aligned.quant,8F,1,1,FALSE,-0.10501484563211938,-1.549510663201874,0.053316875840612156,3.6760308536946025,44.70708807395004,0.16129541867476366,-0.015630920011361654
8F-MN-P2-C2-H9_S1149Aligned.quant,8F,2,2,FALSE,-2.160691782735391,1.8976004665588682,0.013541666522700365,4.037426051686789,46.35728161595211,0.16724903072418512,-0.04246392676433469
8F-MN-P2-C2-H10_S1150Aligned.quant,8F,2,2,FALSE,-2.469175383351846,1.7994598692154233,0,2.7579839571421654,61.41197899184931,0.22156376739973482,-0.05898615737817395
8F-MN-P2-C2-H11_S1151Aligned.quant,8F,3,3,FALSE,-1.9653733222709133,1.5143009966110532,0.07086738611964392,3.922864329574915,32.39300061952974,0.11686832719716637,-0.006449138182925598
8F-MN-P2-C2-H12_S1152Aligned.quant,8F,2,2,FALSE,-2.1629867999778227,1.586379343817169,0,4.029529029569692,48.75754783222199,0.1759087748713269,-0.06660495836516181
11M-MN-P1-C1-A1_S961Aligned.quant,11M,3,3,FALSE,-1.3075201957450344,-1.2898948842788394,0.14731500598899216,3.388646554568483,29.11911303804612,0.10505670870669256,-0.05732826416747481
11M-MN-P1-C1-A2_S962Aligned.quant,11M,2,2,FALSE,-2.309699579976602,2.5525688474869077,0,4.2263367342302605,65.94263402000793,0.2379095848331806,-0.049329767720670534
11M-MN-P1-C1-A4_S964Aligned.quant,11M,3,3,FALSE,-2.7463112323508696,0.4648678546642607,0.06278809590864012,3.3053187104833364,34.280144898486185,0.12367681640296026,-0.02317031976970814
11M-MN-P1-C1-A5_S965Aligned.quant,11M,4,4,FALSE,-4.051518484853311,-1.8675976449752505,0,4.066397926829571,NA,NA,-0.058613456005711495
11M-MN-P1-C1-A6_S966Aligned.quant,11M,4,4,FALSE,-4.285533472798868,-2.4944563562179263,0.22201905724873164,4.728986449877191,NA,NA,-0.04141172625411206
11M-MN-P1-C1-A7_S967Aligned.quant,11M,3,3,FALSE,-1.179739758275552,0.8826907819008177,0.02611876353558144,4.476770845873797,37.042280461611696,0.13364212238204456,-0.018816090531358826
11M-MN-P1-C1-A8_S968Aligned.quant,11M,4,4,FALSE,-4.050707861684366,-2.6932554895187075,0.1603078693032299,4.660748667642023,NA,NA,-0.06551565851292254
11M-MN-P1-C1-A9_S969Aligned.quant,11M,4,4,TRUE,-5.504727408193155,-2.2127834016586,0.16910229339646993,4.180539185040788,NA,NA,0.03753317666367348
11M-MN-P1-C1-A10_S970Aligned.quant,11M,0,0,TRUE,-8.347480521633255e-4,2.526514941999847,0.050515600495203386,4.325663554007887,NA,NA,0.09093913929942118
11M-MN-P1-C1-A11_S971Aligned.quant,11M,3,3,FALSE,-0.7121534793601467,0.41736578399890123,0.22607647400179873,4.511428977507942,44.85445194820555,0.16182708197066567,-0.021953397669197558
11M-MN-P1-C1-A12_S972Aligned.quant,11M,0,0,TRUE,2.521103277899222,1.8823690956329648,0.13375665290721261,4.6643086050695715,NA,NA,0.047253588048002865
11M-MN-P1-C1-B1_S973Aligned.quant,11M,4,4,FALSE,-4.422747656606241,-0.9801026040816957,0.013287163462751507,4.329908690186698,NA,NA,-0.014283091159561473
11M-MN-P1-C1-B2_S974Aligned.quant,11M,4,4,FALSE,-4.168971106313272,-1.9095640832687075,0.12217131428012667,4.270556977588989,NA,NA,-0.013288661932965212
