cell_id,TGFb_module_score,mTOR_module_score,Angio_module_score,CSC_module_score
3M-IL-P1-B5-F9_S933Aligned.quant,-0.07249610463806525,-0.009003990087899011,-0.010213613031240437,0.043613270121009406
3M-IL-P1-B5-F10_S934Aligned.quant,0.17069129488249452,-0.07670813358724754,0.010364209588595907,-0.08201021111382514
3M-IL-P1-B5-G2_S938Aligned.quant,-0.05654220329891915,-0.03459670196411721,-0.047550019705499935,-0.01801820576476934
3M-IL-P1-B5-G3_S939Aligned.quant,-0.028056535860385687,-0.07391016119314607,-0.06338247282714293,-0.07661537880721499
3M-IL-P1-B5-G4_S940Aligned.quant,-0.04687247915767315,-0.08754102165258057,-0.0285390157154837,-0.033512670011528856
3M-IL-P1-B5-G5_S941Aligned.quant,-0.004478434731173264,-0.07288190473735809,-0.017564320384740456,-0.08279591944990344
3M-IL-P1-B5-G7_S943Aligned.quant,-0.11964321990906088,-0.03457909370499242,0.023714608976179052,-0.026852945971903797
3M-IL-P1-B5-G8_S944Aligned.quant,-0.00635723253105458,-0.03951187406203299,-0.07430065785645057,-0.05375600990132118
3M-IL-P1-B5-G9_S945Aligned.quant,-0.09661720339659013,-0.05984288538293216,-0.06016237238523818,-0.06385555703331419
3M-IL-P1-B5-G10_S946Aligned.quant,0.00776336637629732,-0.0418484267372969,-0.02925952268026616,-0.03691315440068885
3M-IL-P1-B5-G11_S947Aligned.quant,-0.1027293789058553,-0.08494769381764777,-0.06741643021258922,-0.06630508755122916
3M-IL-P1-B5-G12_S948Aligned.quant,-0.07596539482940251,-0.06371665371573891,-0.050137210962323764,-0.07494292859895622
3M-IL-P1-B5-H1_S949Aligned.quant,-0.022700012028928934,-0.054297691592406334,0.037568765369199314,-0.003050297724090295
3M-IL-P1-B5-H2_S950Aligned.quant,-0.02519962267949251,-0.037789102199946203,-0.03744206216762795,-0.06157088172910649
3M-IL-P1-B5-H3_S951Aligned.quant,-0.0651629686284067,-0.07959939380629716,-0.04027911235044605,-0.05729696096419329
3M-IL-P1-B5-H5_S953Aligned.quant,0.019992536536335925,-0.05830387259767513,-0.06685988908981708,-0.06953312440340548
3M-IL-P1-B5-H7_S955Aligned.quant,-0.01431627533657262,-0.05082741375354048,-0.025648475862442593,-0.06387082510164929
3M-IL-P1-B5-H8_S956Aligned.quant,0.24074499546064276,0.00856737221090162,0.3592750564048105,0.1853805648710929
3M-IL-P1-B5-H10_S958Aligned.quant,-0.0631713708356321,-0.04730950619096427,-0.03418106418435912,-0.06170606356221078
3M-IL-P1-B5-H12_S960Aligned.quant,0.025075996075736823,-0.0531548399581164,0.01402178810928112,0.016334061720030962
8F-IL-P1-A3-A10_S202Aligned.quant,0.029313228918906253,-0.035720086183751554,-0.019771686952938128,-0.05805367556239577
8F-IL-P1-A3-C1_S217Aligned.quant,-0.10044352211163593,-0.0524630849315124,-0.014122950628120107,-0.009065885772128718
8F-IL-P1-A3-C10_S226Aligned.quant,-0.04505304894862798,-0.08655100223081388,-0.1193896555064279,-0.07252739083553199
8F-IL-P1-A3-D1_S229Aligned.quant,-0.04043862020224834,-0.0626441835382609,-0.05115639526271089,-0.08408352968770504
8F-IL-P1-A3-E1_S241Aligned.quant,-0.10429975315795058,-0.07372197064238435,0.0021515870743741283,0.007113551627358966
8F-IL-P1-A3-F1_S253Aligned.quant,-0.06786391352907739,-0.05391572190225024,-0.009474692815066021,-0.06816275727378515
8F-IL-P1-A3-G1_S265Aligned.quant,-0.018043625158092283,-0.05869302401650202,-0.028899825615710792,-0.08332268329705282
8F-IL-P1-A3-H1_S277Aligned.quant,-0.060957752654191566,-0.07636363951538686,-0.0539761511645065,-0.07478814329105335
8F-IL-P2-A5-A1_S385Aligned.quant,-0.041605870451754665,-0.04822116378636154,-0.029076884584658777,-0.04767720601417702
8F-IL-P2-A5-A3_S387Aligned.quant,-0.10415987461769392,-0.06592123911385932,-0.030919593353376074,-0.04268930362667567
8F-IL-P2-A5-A5_S389Aligned.quant,-0.10511108039465034,-0.057254987900353244,-0.034598934764265565,-0.05418995486444392
8F-IL-P2-A5-A6_S390Aligned.quant,-0.07289426732664744,-0.11936089446027767,-0.08757006693366562,-0.08589733947764538
8F-IL-P2-A5-A7_S391Aligned.quant,0.008120784627718924,-0.03847445167378151,0.002866505173337891,-0.04344951408891176
8F-IL-P2-A5-A8_S392Aligned.quant,-0.10941353593366265,-0.03855184052662375,-0.03948313181509591,0.029473899111723323
8F-IL-P2-A5-A9_S393Aligned.quant,-0.04777007971568645,-0.05658277934901379,-0.022191272718229377,-0.06824179831924299
8F-IL-P2-A5-A10_S394Aligned.quant,-0.07028277813054891,-0.08740867575821029,-0.037564718779407924,-0.08895171828884571
8F-IL-P2-A5-A11_S395Aligned.quant,0.031233321549623105,-0.08375893355244712,0.023410248064155786,-0.03738589743997611
8F-IL-P2-A5-A12_S396Aligned.quant,-0.0844940223726982,-0.0666674497535579,-0.054956696363518194,-0.07280170007305803
8F-IL-P2-A5-B2_S398Aligned.quant,-0.09542122733060862,-0.07561465676661498,-0.06375002519209243,-0.11551136657202704
8F-IL-P2-A5-B4_S400Aligned.quant,0.1283160815705267,-0.00537901600791163,0.022338735431475715,0.0595296045427208
8F-IL-P2-A5-B5_S401Aligned.quant,-0.04402776957929799,-0.12381234930183642,-0.08788220577665631,-0.05049662614241626
8F-IL-P2-A5-B6_S402Aligned.quant,-0.08173035965149528,-0.07707935706292324,-0.07840894222153046,-0.07821054446388712
8F-IL-P2-A5-B7_S403Aligned.quant,-0.08997716508148634,-0.08962105305788093,-0.048305078695040776,-0.08037075723874065
8F-IL-P2-A5-B8_S404Aligned.quant,0.016532393245307725,-0.09366090213662487,-0.0637931137020723,-0.05619565829889592
8F-IL-P2-A5-B10_S406Aligned.quant,-0.043482720285545645,-0.03188302378183,-0.05924828600950535,-0.04844158941652932
8F-IL-P2-A5-B11_S407Aligned.quant,0.08338342103350371,-0.04708828898773375,0.036479156032225096,-0.02588377840315717
8F-IL-P2-A5-B12_S408Aligned.quant,-0.00488645458064807,-0.07937889853501716,-0.0317092042085072,-0.015227418510190271
8F-IL-P2-A5-C1_S409Aligned.quant,0.009591242191270555,-0.02920037868328225,0.04747180283563171,0.04077398353308498
8F-IL-P2-A5-C2_S410Aligned.quant,-0.0794751488507175,-0.07506742907341879,-0.10552048980731421,-0.15544814951477365
8F-IL-P2-A5-C3_S411Aligned.quant,-0.07635455766984944,-0.05336469446227679,-0.059489972603164396,-0.047743363067861144
8F-IL-P2-A5-C5_S413Aligned.quant,-0.08627205176619945,-0.09013515416359992,-0.061834236874140164,-0.10841782675678144
8F-IL-P2-A5-C7_S415Aligned.quant,-0.09967146063599919,-0.06973750458652214,-0.043674944847164165,-0.060808968866771757
8F-IL-P2-A5-C8_S416Aligned.quant,-0.11470239071238318,-0.038478665988235614,-0.022097099994955793,-0.001122930757017887
8F-IL-P2-A5-C11_S419Aligned.quant,-0.13526196313571526,-0.08041616736489422,0.007720042942442218,-0.03215043859836622
8F-IL-P2-A5-C12_S420Aligned.quant,0.07627159181536511,-0.02779432431022566,0.00887048775496993,0.023473015919947576
8F-IL-P2-A5-D1_S421Aligned.quant,0.06640739868337867,-0.06947234431601627,-0.024108063628496323,-0.07135473332859602
8F-IL-P2-A5-D2_S422Aligned.quant,0.05235065876461312,-0.0679415321367575,-0.057908587519323235,-0.06544332853569146
8F-IL-P2-A5-D3_S423Aligned.quant,-0.008561536820787308,-0.055005209216805184,0.0027193556905315275,-0.027793224036234382
8F-IL-P2-A5-D4_S424Aligned.quant,-0.10315330940294827,-0.04541589638170815,-0.04305981760916203,-0.012929176802752795
8F-IL-P2-A5-D5_S425Aligned.quant,-0.10163676815373282,-0.061049441629768525,-0.05181022822024317,-0.004837660651356379
8F-IL-P2-A5-D6_S426Aligned.quant,0.17054760505094183,-0.06551446246774724,-0.020405362892439993,-0.013948393156282018
8F-IL-P2-A5-D7_S427Aligned.quant,-0.07561490033380844,-0.055642500423877056,-0.04747163874972325,-0.06841358344277154
8F-IL-P2-A5-D8_S428Aligned.quant,-0.006329959227875631,-0.08238573826787574,-0.06000638733761113,-0.06011908582113992
8F-IL-P2-A5-D9_S429Aligned.quant,0.03143210181466943,-0.08283111706324542,-0.0687028160754686,-0.07702933360568684
8F-IL-P2-A5-D10_S430Aligned.quant,0.06007428201622467,-0.10706321777195205,-0.08508222050929427,-0.08417273079290127
8F-IL-P2-A5-D12_S432Aligned.quant,-0.07372012687016391,-0.09590614745908028,-0.0781754064649511,-0.09308977325923432
8F-IL-P2-A5-E1_S433Aligned.quant,-0.11966461312034928,-0.054350655496189546,-0.014252581971356343,-0.0069157721624245605
8F-IL-P2-A5-E2_S434Aligned.quant,-0.025681149754322896,-0.08528511942390826,-0.0699788468875929,-0.06667774158311471
8F-IL-P2-A5-E3_S435Aligned.quant,0.11313268014138361,-0.01895530704260104,-0.037998700238244004,-0.056455404927983066
8F-IL-P2-A5-E4_S436Aligned.quant,0.013956617154017442,-0.06272063890964708,-0.04972405047,-0.04630190630593964
8F-IL-P2-A5-E5_S437Aligned.quant,-0.11816839625257083,-0.04944149876004639,0.011221544363515468,-0.005548202378755945
8F-IL-P2-A5-E6_S438Aligned.quant,0.19138062863969302,-0.06916908152415192,-0.03169273032794365,-0.0181507936706215
8F-IL-P2-A5-E7_S439Aligned.quant,-0.02540054081086151,-0.0480897809096075,-0.03650267393699337,-0.05030329284166434
8F-IL-P2-A5-E8_S440Aligned.quant,-0.0986170130585723,-0.06886323410979107,-0.0472185201596827,-0.06026619183036927
8F-IL-P2-A5-E9_S441Aligned.quant,0.03975235714381779,-0.06034172716779615,0.007844284639323185,-0.03551675957074142
8F-IL-P2-A5-E10_S442Aligned.quant,0.04493997830093885,-0.08061249216122236,-0.07175203101741182,-0.06220666165304323
8F-IL-P2-A5-E11_S443Aligned.quant,-0.03989660043647386,-0.0936936718077833,-0.11796584094115792,-0.09069960291014156
8F-IL-P2-A5-E12_S444Aligned.quant,0.08935851143604093,-0.04716179774313234,0.004586057280138889,-0.00744992423046828
8F-IL-P2-A5-F1_S445Aligned.quant,0.027435732300102267,-0.0804969695094435,-0.012102762393585514,-0.006840427591716602
8F-IL-P2-A5-F2_S446Aligned.quant,-0.09535907803504785,-0.058040334818414904,0.03665720862858074,-0.015228704950363964
8F-IL-P2-A5-F3_S447Aligned.quant,0.04083737607347995,-0.10299607346810229,-0.08916284445309898,-0.07289993176557383
8F-IL-P2-A5-F4_S448Aligned.quant,0.10398783443343293,-0.047948586912725355,0.011690790995241895,-0.01904307043027023
8F-IL-P2-A5-F5_S449Aligned.quant,-0.01511415595005472,-0.03346004818670528,-0.007817050469010461,0.005849946987004695
8F-IL-P2-A5-F6_S450Aligned.quant,0.013676851156085967,-0.06528980079613975,0.011902249556223904,-0.022202598275008173
8F-IL-P2-A5-F7_S451Aligned.quant,0.014780253374688357,-0.07348847828579884,-0.08939401999738525,-0.06304623654357225
8F-IL-P2-A5-F8_S452Aligned.quant,-0.08731857677733003,-0.08944557231389053,-0.059879762147196716,-0.031050222194299315
8F-IL-P2-A5-F9_S453Aligned.quant,-0.12526282161128882,-0.057238252149522356,-0.03663239200599466,-0.01788287570225
8F-IL-P2-A5-F10_S454Aligned.quant,0.06692848639871612,0.012302899234156645,0.008088282349783663,-0.04808377792828948
8F-IL-P2-A5-F11_S455Aligned.quant,-0.0538953554122593,-0.06124122093176183,-0.05130039989930142,-0.09719984827291224
8F-IL-P2-A5-F12_S456Aligned.quant,-0.1292573215057712,-0.08605801348133836,-0.04699693161328283,-0.10043416749883136
8F-IL-P2-A5-G1_S457Aligned.quant,-0.02724821808008457,-0.09275159468718394,-0.07416916878407273,-0.10992439641143607
8F-IL-P2-A5-G2_S458Aligned.quant,-0.09477586210351671,-0.045319011366895465,-0.03014293592443587,-0.06421992824576755
8F-IL-P2-A5-G3_S459Aligned.quant,0.12476550833552422,-0.05863860926396279,-0.006084010821503144,-0.016157439806606444
8F-IL-P2-A5-G4_S460Aligned.quant,0.04261339280175558,-0.05349249089218347,-0.06563219455976048,-0.04045824688206415
8F-IL-P2-A5-G6_S462Aligned.quant,0.00256954297608597,-0.0812366599360635,-0.09151406380816388,-0.04784744143098468
8F-IL-P2-A5-G8_S464Aligned.quant,0.04484843707901218,-0.1044681607344621,-0.043930227240703196,-0.12022494751707044
8F-IL-P2-A5-G9_S465Aligned.quant,0.0500323953646403,-0.03679479243251296,0.025910198611139162,0.0288349577953928
8F-IL-P2-A5-G11_S467Aligned.quant,-0.12229977454104939,-0.09987373328015751,-0.03735083074638321,-0.010099626548326301
8F-IL-P2-A5-G12_S468Aligned.quant,-7.217909481370688e-4,-0.09840708855345437,-0.08185845611959515,-0.07619086891055993
8F-IL-P2-A5-H1_S469Aligned.quant,0.13990027261136173,-0.0810380396389996,-0.013283286978758801,-0.03575904435879734
8F-IL-P2-A5-H2_S470Aligned.quant,0.1469930336540903,0.01332419716830785,0.10650645771617859,-0.011236529801429834
8F-IL-P2-A5-H4_S472Aligned.quant,-0.06405893373880281,-0.061895421945770746,-0.07754354369489057,-0.08857763036255044
8F-IL-P2-A5-H5_S473Aligned.quant,-0.06554536094268656,-0.09750314019132071,-0.03546229750617058,-0.050399861356337394
8F-IL-P2-A5-H7_S475Aligned.quant,0.0722872133194063,-0.06357193187594266,-0.005300725783297849,-0.017956439337444813
8F-IL-P2-A5-H10_S478Aligned.quant,-0.14659176717314604,-0.116084413313668,-0.04256082407697992,-0.05166254826933914
8F-IL-P2-A5-H11_S479Aligned.quant,-0.09535650226656163,-0.09936907384484561,-0.027009760303069036,-0.07364050675568393
8F-IL-P2-A5-H12_S480Aligned.quant,0.13797654589971095,-0.018633467626969547,0.049203860502147756,0.024423052831042374
3M-MN-P1-B1-A1_S481Aligned.quant,-0.08855630944490488,-0.05200876817736741,-0.014361093310377604,0.0025379866956488917
3M-MN-P1-B1-A2_S482Aligned.quant,-0.08155372371397243,-0.03892066915947848,0.011248062855107127,0.025309991055876058
3M-MN-P1-B1-A3_S483Aligned.quant,-0.04381707941356808,-0.034336846125159304,0.04532402334216043,0.11874743271432947
3M-MN-P1-B1-A4_S484Aligned.quant,0.0028442838491533895,0.07924998935092187,0.17945591798364244,0.18280274637691923
3M-MN-P1-B1-A5_S485Aligned.quant,0.037084532395287195,-0.006102471494031869,0.104035049875324,0.17377112445469195
3M-MN-P1-B1-A6_S486Aligned.quant,0.01840040744964197,0.005767442961798708,0.048784228868446716,0.10937270456797255
3M-MN-P1-B1-A7_S487Aligned.quant,-0.1038603702793817,-0.03186337587733572,0.018830047074138434,-0.012217045640004476
3M-MN-P1-B1-A8_S488Aligned.quant,-0.03435932596019256,-0.03153459710205625,0.04261119802437571,0.08866744536307397
3M-MN-P1-B1-A9_S489Aligned.quant,0.04993779266255824,0.04503648465165977,0.1789201809772812,0.23334561988683655
3M-MN-P1-B1-A10_S490Aligned.quant,0.017882835830563604,0.1243783630605958,0.2156445465476646,0.15428266463268123
3M-MN-P1-B1-A11_S491Aligned.quant,0.0025753438626346936,-0.01604507004661529,0.003740803883955965,0.020567862228985018
3M-MN-P1-B1-A12_S492Aligned.quant,-0.043712433169690756,-0.041786583995512994,-0.021560736565467642,0.025475333790827004
3M-MN-P1-B1-B1_S493Aligned.quant,0.05236131919403725,-0.07810316436013089,-0.023720019766127975,-0.04267364586932529
3M-MN-P1-B1-B2_S494Aligned.quant,0.04620585764691143,-0.04590058634683852,0.032207630147023436,0.09898617765060735
3M-MN-P1-B1-B3_S495Aligned.quant,0.04579668701673259,0.006424845439219645,0.09463264802839008,0.12706134792280716
3M-MN-P1-B1-B4_S496Aligned.quant,0.06652134375365071,0.06691155248330963,0.13918675046998047,0.08620802474272751
3M-MN-P1-B1-B6_S498Aligned.quant,-0.013486499589945605,-0.013866459839712048,0.06529316449800104,0.10151958626448138
3M-MN-P1-B1-B7_S499Aligned.quant,0.029923343536677888,0.019427153448768802,0.25595291936810627,0.14053615973386813
3M-MN-P1-B1-B8_S500Aligned.quant,0.05581105438104131,-0.035579041572260786,0.013024388059947295,0.04797798090296154
3M-MN-P1-B1-B9_S501Aligned.quant,0.0028378564261749284,-0.05719959833712927,-0.018589649587021556,-2.704261791757756e-4
3M-MN-P1-B1-B10_S502Aligned.quant,-0.11309059557869144,-0.05243543656965376,0.002506973173845767,0.03450666967923943
3M-MN-P1-B1-B11_S503Aligned.quant,0.035982335080329636,0.07227092379263678,0.28669816226919476,0.2506714594634297
3M-MN-P1-B1-B12_S504Aligned.quant,-0.0065153628761058235,0.026224392239489275,0.11484152309638662,0.1635467556625238
3M-MN-P1-B1-C2_S506Aligned.quant,-0.02208716722935819,0.009453854619521057,-0.005825812861584706,0.04262080844917049
3M-MN-P1-B1-C3_S507Aligned.quant,0.03656740842845524,0.055265015414144775,0.0935345161484483,0.21509433469562667
3M-MN-P1-B1-C4_S508Aligned.quant,0.08478963665824985,0.017190521960280647,0.21001573616005786,0.2039301808024518
3M-MN-P1-B1-C5_S509Aligned.quant,-0.00835864039091272,-0.058295088355557564,0.04750304042301079,0.06622054687257484
3M-MN-P1-B1-C9_S513Aligned.quant,0.05234472258558412,0.05356090248263112,0.08205308706321751,0.0821420413539124
3M-MN-P1-B1-C10_S514Aligned.quant,-0.126164760249805,-0.07354326969343264,-0.04754572517612263,-0.010388878215540659
3M-MN-P1-B1-C11_S515Aligned.quant,0.03787548322501608,-0.029904042361869138,-0.019433838439132295,-0.009369099420366789
3M-MN-P1-B1-C12_S516Aligned.quant,-0.017072219847653614,-0.004955955598774209,0.038635237454269306,0.11435721461050652
3M-MN-P1-B1-D2_S518Aligned.quant,0.005035163072891452,-0.04385076883468693,0.008672058094481017,0.02747219689434205
3M-MN-P1-B1-D3_S519Aligned.quant,0.03378944416423513,0.025674444196364332,0.08254133513101172,0.13644655571050235
3M-MN-P1-B1-D4_S520Aligned.quant,9.905326881888138e-4,-0.024384431526770535,0.02566244538825231,0.011682143860222177
3M-MN-P1-B1-D7_S523Aligned.quant,0.012752813010045383,-0.012737569549355676,0.04526473384910157,0.04437134875781615
3M-MN-P1-B1-D9_S525Aligned.quant,-0.0215308527487785,-0.03256637899453539,0.07702934121046015,0.03490950643562363
3M-MN-P1-B1-D10_S526Aligned.quant,-0.019951053938385283,-0.006411421404255185,0.027327748311379324,0.07110237421688581
3M-MN-P1-B1-D11_S527Aligned.quant,0.017316391837465833,0.024537215365163137,0.13751117416023012,0.07930546385128151
3M-MN-P1-B1-E1_S529Aligned.quant,0.0020391201103334144,-0.025437037806226442,-5.084739396249149e-4,0.0696033174254791
3M-MN-P1-B1-E2_S530Aligned.quant,-0.012681100174643883,-0.028390888900505007,0.005631773903884252,0.013237283014978563
3M-MN-P1-B1-E3_S531Aligned.quant,-0.004129087953058497,-0.025107136022458107,0.00877660812565953,0.06991919861356019
3M-MN-P1-B1-E4_S532Aligned.quant,-0.11232386771853199,-0.0680132265166009,-0.030573956989853546,0.03980248205816861
3M-MN-P1-B1-E5_S533Aligned.quant,0.04610472206199909,0.11100407079989671,0.2547395294365232,0.25573198080039905
3M-MN-P1-B1-E7_S535Aligned.quant,-0.030456747207358303,-0.01807485721437599,0.022716297888207032,0.033349662629351684
3M-MN-P1-B1-E8_S536Aligned.quant,-0.03228442934126047,0.051088192216501266,0.14787704217833733,0.17097162111630726
3M-MN-P1-B1-E9_S537Aligned.quant,-0.011342689711003107,-0.02904309948512883,-0.0073367269836727145,0.03179841879177986
3M-MN-P1-B1-E10_S538Aligned.quant,-0.05597656749265015,0.01863047812849178,0.01863609686847359,0.10869186381061072
3M-MN-P1-B1-E11_S539Aligned.quant,-0.04229839588242065,-0.02016284346295663,0.031281531043248795,0.07209911578460185
3M-MN-P1-B1-E12_S540Aligned.quant,-0.015575510031311773,-0.01681534760278397,0.08524664913125343,0.09649838608975853
3M-MN-P1-B1-F1_S541Aligned.quant,0.008454973589068854,0.05889557824281033,0.13010854115771145,0.18009312441002934
3M-MN-P1-B1-F2_S542Aligned.quant,-0.030129808645950037,-0.05255972300392322,-0.03485155033974782,-0.03238767338961847
3M-MN-P1-B1-F3_S543Aligned.quant,3.313244089561962e-4,-0.0174801063236108,0.04952677056854857,0.16135816871220776
3M-MN-P1-B1-F4_S544Aligned.quant,0.001686290492806497,-0.05953258201545471,0.020720397593875672,0.06805822435041431
3M-MN-P1-B1-F5_S545Aligned.quant,0.010279275686331968,0.0832999936389209,0.19744877696596208,0.2662130764385065
3M-MN-P1-B1-F7_S547Aligned.quant,0.052552230280864254,0.0192245553777875,0.17192781091727685,0.18527192122736597
3M-MN-P1-B1-F8_S548Aligned.quant,-0.006013700980434716,-0.0013446279639856284,0.047570151278176986,0.07014211347210292
3M-MN-P1-B1-F9_S549Aligned.quant,-0.003242565927836838,0.026358385445851562,0.09071466262053596,0.20513822575211205
3M-MN-P1-B1-F10_S550Aligned.quant,0.0011070568690015048,-0.06263057057686579,-0.014390886655693574,-0.021636473945317036
