time,f_ras,C,A,T,R,L,M
0.0,0.3,0.03926622779100443,0.12278200294199772,0.07103332433759396,0.01789202714756801,0.18417300441301926,7.256151818398751e-07
0.2002002002002002,0.3,0.03926622779100411,0.12278200294199734,0.07103332433759361,0.01789202714756716,0.18417300441301665,7.256151817810105e-07
0.4004004004004004,0.3,0.03926622779100383,0.122782002941997,0.07103332433759331,0.017892027147566384,0.1841730044130143,7.256151817275001e-07
0.6006006006006006,0.3,0.03926622779100358,0.12278200294199669,0.07103332433759303,0.017892027147565676,0.18417300441301215,7.256151816788579e-07
0.8008008008008008,0.3,0.039266227791003354,0.12278200294199641,0.07103332433759278,0.01789202714756503,0.1841730044130102,7.256151816346475e-07
1.001001001001001,0.3,0.039266227791003146,0.12278200294199616,0.07103332433759255,0.01789202714756444,0.18417300441300843,7.256151815944561e-07
1.2012012012012012,0.3,0.03926622779100296,0.12278200294199591,0.07103332433759234,0.017892027147563907,0.1841730044130068,7.256151815579244e-07
1.4014014014014016,0.3,0.03926622779100279,0.12278200294199569,0.07103332433759214,0.017892027147563418,0.18417300441300533,7.256151815247176e-07
1.6016016016016017,0.3,0.039266227791002646,0.12278200294199551,0.07103332433759198,0.017892027147562974,0.184173004413004,7.256151814945344e-07
1.8018018018018018,0.3,0.03926622779100251,0.12278200294199534,0.07103332433759182,0.01789202714756257,0.18417300441300274,7.256151814670973e-07
2.002002002002002,0.3,0.03926622779100238,0.12278200294199518,0.07103332433759169,0.017892027147562203,0.18417300441300163,7.256151814421549e-07
2.2022022022022023,0.3,0.039266227791002264,0.12278200294199504,0.07103332433759156,0.01789202714756187,0.18417300441300063,7.256151814194859e-07
2.4024024024024024,0.3,0.03926622779100216,0.12278200294199491,0.07103332433759145,0.017892027147561565,0.18417300441299972,7.256151813988763e-07
2.6026026026026026,0.3,0.03926622779100207,0.12278200294199479,0.07103332433759135,0.01789202714756129,0.18417300441299886,7.256151813801418e-07
2.802802802802803,0.3,0.03926622779100198,0.12278200294199468,0.07103332433759126,0.017892027147561038,0.1841730044129981,7.256151813631122e-07
3.0030030030030033,0.3,0.039266227791001904,0.12278200294199458,0.07103332433759116,0.01789202714756081,0.18417300441299742,7.256151813476304e-07
3.2032032032032034,0.3,0.03926622779100184,0.1227820029419945,0.07103332433759108,0.0178920271475606,0.1841730044129968,7.256151813335609e-07
3.4034034034034035,0.3,0.03926622779100178,0.12278200294199441,0.07103332433759099,0.017892027147560406,0.18417300441299622,7.256151813207734e-07
3.6036036036036037,0.3,0.03926622779100172,0.12278200294199434,0.07103332433759092,0.01789202714756023,0.1841730044129957,7.256151813091484e-07
3.8038038038038042,0.3,0.039266227791001675,0.12278200294199428,0.07103332433759087,0.01789202714756007,0.18417300441299522,7.256151812985807e-07
4.004004004004004,0.3,0.039266227791001626,0.12278200294199422,0.07103332433759081,0.017892027147559927,0.18417300441299478,7.256151812889744e-07
4.2042042042042045,0.3,0.039266227791001584,0.12278200294199418,0.07103332433759077,0.0178920271475598,0.1841730044129944,7.256151812802422e-07
4.404404404404405,0.3,0.03926622779100154,0.12278200294199414,0.07103332433759073,0.01789202714755968,0.18417300441299406,7.256151812723025e-07
4.604604604604605,0.3,0.03926622779100151,0.1227820029419941,0.0710333243375907,0.01789202714755957,0.18417300441299372,7.256151812650881e-07
4.804804804804805,0.3,0.03926622779100147,0.12278200294199405,0.07103332433759067,0.017892027147559473,0.18417300441299342,7.256151812585309e-07
5.005005005005005,0.3,0.039266227791001446,0.12278200294199403,0.07103332433759063,0.017892027147559383,0.18417300441299317,7.256151812525712e-07
5.205205205205205,0.3,0.03926622779100142,0.122782002941994,0.0710333243375906,0.017892027147559303,0.18417300441299295,7.256151812471498e-07
5.405405405405406,0.3,0.0392662277910014,0.12278200294199396,0.07103332433759058,0.01789202714755923,0.18417300441299275,7.256151812422228e-07
5.605605605605606,0.3,0.039266227791001376,0.12278200294199393,0.07103332433759055,0.017892027147559164,0.18417300441299256,7.256151812377455e-07
5.805805805805806,0.3,0.039266227791001355,0.1227820029419939,0.07103332433759052,0.017892027147559105,0.18417300441299236,7.256151812336745e-07
6.0060060060060065,0.3,0.03926622779100134,0.12278200294199387,0.0710333243375905,0.017892027147559046,0.18417300441299217,7.256151812299754e-07
6.206206206206207,0.3,0.03926622779100133,0.12278200294199385,0.07103332433759049,0.017892027147558994,0.184173004412992,7.256151812266119e-07
6.406406406406407,0.3,0.03926622779100131,0.12278200294199383,0.07103332433759046,0.01789202714755895,0.18417300441299186,7.256151812235535e-07
6.606606606606607,0.3,0.039266227791001286,0.12278200294199382,0.07103332433759045,0.017892027147558904,0.18417300441299173,7.256151812207751e-07
6.806806806806807,0.3,0.03926622779100127,0.1227820029419938,0.07103332433759044,0.017892027147558866,0.18417300441299161,7.256151812182514e-07
7.007007007007007,0.3,0.03926622779100126,0.12278200294199379,0.07103332433759042,0.01789202714755883,0.1841730044129915,7.25615181215954e-07
7.207207207207207,0.3,0.039266227791001244,0.12278200294199378,0.07103332433759041,0.0178920271475588,0.18417300441299142,7.25615181213865e-07
7.407407407407407,0.3,0.03926622779100124,0.12278200294199376,0.07103332433759041,0.017892027147558772,0.18417300441299134,7.256151812119682e-07
7.6076076076076085,0.3,0.03926622779100123,0.12278200294199376,0.0710333243375904,0.017892027147558748,0.18417300441299125,7.256151812102435e-07
7.807807807807809,0.3,0.039266227791001224,0.12278200294199375,0.0710333243375904,0.017892027147558724,0.1841730044129912,7.256151812086752e-07
8.008008008008009,0.3,0.03926622779100122,0.12278200294199373,0.07103332433759038,0.0178920271475587,0.18417300441299111,7.256151812072519e-07
8.208208208208209,0.3,0.03926622779100121,0.12278200294199372,0.07103332433759037,0.01789202714755868,0.18417300441299103,7.256151812059576e-07
8.408408408408409,0.3,0.0392662277910012,0.12278200294199372,0.07103332433759037,0.01789202714755866,0.18417300441299098,7.256151812047809e-07
8.608608608608609,0.3,0.0392662277910012,0.12278200294199372,0.07103332433759037,0.017892027147558647,0.18417300441299092,7.256151812037108e-07
8.80880880880881,0.3,0.039266227791001196,0.12278200294199372,0.07103332433759037,0.017892027147558633,0.18417300441299086,7.256151812027403e-07
9.00900900900901,0.3,0.039266227791001196,0.12278200294199372,0.07103332433759037,0.017892027147558623,0.18417300441299084,7.256151812018555e-07
9.20920920920921,0.3,0.039266227791001196,0.12278200294199372,0.07103332433759037,0.017892027147558612,0.1841730044129908,7.256151812010508e-07
9.40940940940941,0.3,0.03926622779100119,0.12278200294199372,0.07103332433759037,0.017892027147558606,0.18417300441299078,7.256151812003193e-07
9.60960960960961,0.3,0.03926622779100119,0.1227820029419937,0.07103332433759037,0.017892027147558595,0.18417300441299075,7.256151811996541e-07
9.80980980980981,0.3,0.03926622779100119,0.12278200294199369,0.07103332433759035,0.017892027147558588,0.18417300441299073,7.256151811990494e-07
10.01001001001001,0.3,0.03926622779100118,0.12278200294199369,0.07103332433759034,0.017892027147558578,0.1841730044129907,7.256151811984994e-07
10.21021021021021,0.3,0.03926622779100118,0.12278200294199369,0.07103332433759034,0.01789202714755857,0.18417300441299067,7.256151811979993e-07
10.41041041041041,0.3,0.03926622779100118,0.12278200294199369,0.07103332433759034,0.017892027147558564,0.18417300441299064,7.256151811975446e-07
10.61061061061061,0.3,0.03926622779100118,0.12278200294199369,0.07103332433759034,0.017892027147558557,0.18417300441299064,7.256151811971338e-07
10.810810810810812,0.3,0.039266227791001175,0.12278200294199369,0.07103332433759034,0.01789202714755855,0.18417300441299064,7.256151811967604e-07
11.011011011011012,0.3,0.039266227791001175,0.12278200294199368,0.07103332433759034,0.017892027147558547,0.18417300441299064,7.256151811964207e-07
11.211211211211213,0.3,0.039266227791001175,0.12278200294199366,0.07103332433759034,0.017892027147558543,0.18417300441299062,7.256151811961121e-07
11.411411411411413,0.3,0.039266227791001175,0.12278200294199366,0.07103332433759034,0.01789202714755854,0.1841730044129906,7.256151811958314e-07
11.611611611611613,0.3,0.039266227791001175,0.12278200294199366,0.07103332433759034,0.017892027147558536,0.1841730044129906,7.256151811955761e-07
11.811811811811813,0.3,0.039266227791001175,0.12278200294199366,0.07103332433759034,0.017892027147558533,0.1841730044129906,7.25615181195344e-07
12.012012012012013,0.3,0.039266227791001175,0.12278200294199366,0.07103332433759034,0.01789202714755853,0.1841730044129906,7.25615181195133e-07
12.212212212212213,0.3,0.03926622779100117,0.12278200294199366,0.07103332433759034,0.01789202714755853,0.1841730044129906,7.256151811949411e-07
12.412412412412413,0.3,0.03926622779100117,0.12278200294199366,0.07103332433759034,0.01789202714755853,0.1841730044129906,7.256151811947668e-07
12.612612612612613,0.3,0.03926622779100117,0.12278200294199366,0.07103332433759034,0.01789202714755853,0.1841730044129906,7.256151811946083e-07
12.812812812812814,0.3,0.03926622779100117,0.12278200294199366,0.07103332433759034,0.01789202714755853,0.1841730044129906,7.25615181194464e-07
13.013013013013014,0.3,0.03926622779100117,0.12278200294199366,0.07103332433759034,0.01789202714755853,0.1841730044129906,7.256151811943331e-07
13.213213213213214,0.3,0.03926622779100117,0.12278200294199366,0.07103332433759034,0.01789202714755853,0.1841730044129906,7.25615181194214e-07
13.413413413413414,0.3,0.03926622779100117,0.12278200294199366,0.07103332433759034,0.01789202714755853,0.1841730044129906,7.256151811941056e-07
13.613613613613614,0.3,0.03926622779100117,0.12278200294199366,0.07103332433759034,0.01789202714755853,0.1841730044129906,7.256151811940073e-07
13.813813813813814,0.3,0.03926622779100117,0.12278200294199366,0.07103332433759034,0.01789202714755853,0.1841730044129906,7.256151811939177e-07
14.014014014014014,0.3,0.03926622779100117,0.12278200294199366,0.07103332433759034,0.01789202714755853,0.1841730044129906,7.256151811938363e-07
14.214214214214214,0.3,0.03926622779100117,0.12278200294199366,0.07103332433759034,0.01789202714755853,0.1841730044129906,7.256151811937624e-07
14.414414414414415,0.3,0.03926622779100117,0.12278200294199366,0.07103332433759034,0.01789202714755853,0.1841730044129906,7.256151811936952e-07
14.614614614614615,0.3,0.03926622779100117,0.12278200294199366,0.07103332433759034,0.01789202714755853,0.1841730044129906,7.256151811936341e-07
14.814814814814815,0.3,0.03926622779100117,0.12278200294199366,0.07103332433759034,0.01789202714755853,0.1841730044129906,7.256151811935785e-07
15.015015015015017,0.3,0.03926622779100117,0.12278200294199366,0.07103332433759034,0.01789202714755853,0.1841730044129906,7.256151811935281e-07
15.215215215215217,0.3,0.03926622779100117,0.12278200294199366,0.07103332433759034,0.01789202714755853,0.1841730044129906,7.256151811934821e-07
15.415415415415417,0.3,0.03926622779100117,0.12278200294199366,0.07103332433759034,0.01789202714755853,0.1841730044129906,7.256151811934404e-07
15.615615615615617,0.3,0.03926622779100117,0.12278200294199366,0.07103332433759034,0.01789202714755853,0.1841730044129906,7.256151811934025e-07
15.815815815815817,0.3,0.03926622779100117,0.12278200294199366,0.07103332433759034,0.01789202714755853,0.1841730044129906,7.25615181193368e-07
16.016016016016017,0.3,0.03926622779100117,0.12278200294199366,0.07103332433759034,0.01789202714755853,0.1841730044129906,7.256151811933365e-07
16.216216216216218,0.3,0.03926622779100117,0.12278200294199366,0.07103332433759034,0.01789202714755853,0.1841730044129906,7.256151811933081e-07
16.416416416416418,0.3,0.03926622779100117,0.12278200294199366,0.07103332433759034,0.01789202714755853,0.1841730044129906,7.256151811932821e-07
16.616616616616618,0.3,0.03926622779100117,0.12278200294199366,0.07103332433759034,0.01789202714755853,0.1841730044129906,7.256151811932586e-07
16.816816816816818,0.3,0.03926622779100117,0.12278200294199366,0.07103332433759034,0.01789202714755853,0.1841730044129906,7.256151811932372e-07
17.017017017017018,0.3,0.03926622779100117,0.12278200294199366,0.07103332433759034,0.01789202714755853,0.1841730044129906,7.256151811932178e-07
17.217217217217218,0.3,0.03926622779100117,0.12278200294199366,0.07103332433759034,0.01789202714755853,0.1841730044129906,7.256151811932002e-07
