C,M,dC,dM
0.7894736842105263,0.2631578947368421,6.783074102401088e-11,1.7383644523860653e-10
0.8421052631578947,0.2631578947368421,-2.1830726115723564e-10,-5.628076893415823e-10
0.894736842105263,0.2631578947368421,5.161981952994665e-12,1.398564597465679e-11
0.9473684210526315,0.2631578947368421,4.202560521804344e-11,1.0922457382989137e-10
1.0,0.2631578947368421,5.4777515856585524e-11,3.7384784157268314e-10
0.0,0.3157894736842105,-7.632561249693026e-12,-1.944655547703178e-11
0.05263157894736842,0.3157894736842105,-1.4462731012798713e-10,-3.6832775718309563e-10
0.10526315789473684,0.3157894736842105,3.755951105688382e-11,9.677292300835916e-11
0.15789473684210525,0.3157894736842105,7.339873153711096e-11,1.8866835871378385e-10
0.21052631578947367,0.3157894736842105,-4.633604611115061e-11,-1.192747012268569e-10
0.2631578947368421,0.3157894736842105,1.4606349463264223e-10,3.217844324332475e-10
0.3157894736842105,0.3157894736842105,1.775890545729908e-11,4.628930572181389e-11
0.3684210526315789,0.3157894736842105,1.7060097778909267e-10,4.3196440868698005e-10
0.42105263157894735,0.3157894736842105,7.191203188483541e-11,1.329609200517723e-10
0.47368421052631576,0.3157894736842105,1.4548084958931895e-10,4.332662562056555e-10
0.5263157894736842,0.3157894736842105,5.15785192334306e-11,1.333042010109864e-10
0.5789473684210527,0.3157894736842105,1.1093503893278012e-10,3.389700742317814e-10
0.631578947368421,0.3157894736842105,5.177147599511045e-11,1.3358897321680274e-10
0.6842105263157894,0.3157894736842105,1.0869549704750625e-10,2.0720924975847765e-10
0.7368421052631579,0.3157894736842105,7.10940195602916e-11,1.7695389598060274e-10
0.7894736842105263,0.3157894736842105,-1.0540457395791236e-11,-2.7151947357140216e-11
0.8421052631578947,0.3157894736842105,3.111799706800866e-11,8.000639040162127e-11
0.894736842105263,0.3157894736842105,2.327416037672947e-11,6.614442327190773e-11
0.9473684210526315,0.3157894736842105,2.522260178494662e-11,6.483613645968944e-11
1.0,0.3157894736842105,-1.195309407009404e-10,4.6417980570367945e-11
0.0,0.3684210526315789,8.227862835497035e-13,2.1682655670929307e-12
0.05263157894736842,0.3684210526315789,6.49325038182269e-11,1.5617218629415675e-10
0.10526315789473684,0.3684210526315789,3.092603950705097e-11,8.016393104881558e-11
0.15789473684210525,0.3684210526315789,-8.48795478347597e-11,-1.2614442823632999e-10
0.21052631578947367,0.3684210526315789,8.164480203021185e-11,2.1190860177711102e-10
0.2631578947368421,0.3684210526315789,7.34833305315874e-11,1.5137918696339625e-10
0.3157894736842105,0.3684210526315789,-2.685951461245395e-10,4.6944947929006275e-11
0.3684210526315789,0.3684210526315789,4.864020297645766e-11,1.2193152043593614e-10
0.42105263157894735,0.3684210526315789,9.403466894042367e-11,8.960032715776833e-11
0.47368421052631576,0.3684210526315789,-3.2101321600919164e-11,-8.051465050229467e-11
0.5263157894736842,0.3684210526315789,6.798694940357564e-11,1.806624849720606e-10
0.5789473684210527,0.3684210526315789,3.399058812192379e-11,8.70406524633438e-11
0.631578947368421,0.3684210526315789,1.1555667533968972e-10,2.718905656173831e-10
0.6842105263157894,0.3684210526315789,1.6816104064787396e-11,3.352079724905366e-11
0.7368421052631579,0.3684210526315789,-3.282840665974618e-11,-8.468015177953703e-11
0.7894736842105263,0.3684210526315789,-1.4429790695658085e-11,-3.898176226257988e-11
0.8421052631578947,0.3684210526315789,4.551070631464427e-11,1.1596107407640943e-10
0.894736842105263,0.3684210526315789,-8.352429858859978e-12,-2.1578794306975624e-11
0.9473684210526315,0.3684210526315789,-3.202260678847324e-11,-8.253808747582525e-11
1.0,0.3684210526315789,6.515488149005932e-11,1.8160556392032845e-10
0.0,0.42105263157894735,4.843958567590789e-11,1.2447282093930312e-10
0.05263157894736842,0.42105263157894735,1.6057200014074624e-10,4.051421975681535e-10
0.10526315789473684,0.42105263157894735,1.6486900733525545e-10,5.113823253743988e-10
0.15789473684210525,0.42105263157894735,4.512412665746979e-11,1.1596246185519021e-10
0.21052631578947367,0.42105263157894735,4.2371550712516637e-10,1.5942323572382122e-09
0.2631578947368421,0.42105263157894735,6.867550972344816e-11,2.6566887578738374e-10
0.3157894736842105,0.42105263157894735,2.5438140482947347e-10,4.82856976624646e-10
0.3684210526315789,0.42105263157894735,-1.9769075265685387e-11,-4.3808789929045133e-11
0.42105263157894735,0.42105263157894735,9.103506837249142e-11,2.3894208833752373e-10
0.47368421052631576,0.42105263157894735,3.019384742231068e-11,7.714706651285042e-11
0.5263157894736842,0.42105263157894735,3.3931080167803884e-11,2.0415108492599643e-10
0.5789473684210527,0.42105263157894735,-1.8968404624786217e-10,3.6589620222571284e-12
0.631578947368421,0.42105263157894735,3.0955238372598615e-11,7.987532857356427e-11
0.6842105263157894,0.42105263157894735,6.46135367432521e-11,1.6790618895257126e-10
0.7368421052631579,0.42105263157894735,4.1601722067241553e-11,1.0747186474091563e-10
0.7894736842105263,0.42105263157894735,1.6574519534628962e-11,4.3467729415880285e-11
0.8421052631578947,0.42105263157894735,-1.091793322416379e-11,-2.8032909327180278e-11
0.894736842105263,0.42105263157894735,3.2313152154017644e-11,8.314582355950506e-11
0.9473684210526315,0.42105263157894735,-1.8395296397244465e-10,-4.744487580587986e-10
1.0,0.42105263157894735,-1.1404632793698966e-10,-2.937989296292187e-10
0.0,0.47368421052631576,5.912426104259794e-11,1.5614587400847313e-10
0.05263157894736842,0.47368421052631576,6.431655208416487e-11,1.6626316989842849e-10
0.10526315789473684,0.47368421052631576,3.574429641162169e-11,9.174144777190918e-11
0.15789473684210525,0.47368421052631576,6.216904768763243e-11,1.7306928112859055e-10
0.21052631578947367,0.47368421052631576,9.312661752858276e-12,1.0542716699646348e-10
0.2631578947368421,0.47368421052631576,8.331269008010622e-11,2.1318391496549793e-10
0.3157894736842105,0.47368421052631576,1.2148138051060187e-10,3.0553365393259924e-10
0.3684210526315789,0.47368421052631576,8.054357181208616e-11,2.082901628952527e-10
0.42105263157894735,0.47368421052631576,1.5088386096095974e-10,4.4245346275673114e-10
0.47368421052631576,0.47368421052631576,1.079880629362151e-11,6.759287574098494e-11
0.5263157894736842,0.47368421052631576,3.6067593356392535e-11,9.262363098727633e-11
0.5789473684210527,0.47368421052631576,1.094357937603263e-10,2.3633117685051275e-10
0.631578947368421,0.47368421052631576,-2.932176723646762e-11,-7.552414249545336e-11
0.6842105263157894,0.47368421052631576,-2.6474156200606558e-11,-6.788375417343673e-11
0.7368421052631579,0.47368421052631576,-2.7303603822304012e-11,-7.046790928555424e-11
0.7894736842105263,0.47368421052631576,1.3368084417209047e-11,3.454375674394328e-11
0.8421052631578947,0.47368421052631576,-2.8543500896205387e-11,-7.555722714158719e-11
0.894736842105263,0.47368421052631576,-1.3606449300596068e-11,-3.45850015293081e-11
0.9473684210526315,0.47368421052631576,-3.7444936040742505e-11,-9.609452122916196e-11
1.0,0.47368421052631576,2.6959667831505385e-10,6.020463017009092e-10
0.0,0.5263157894736842,-3.7096825611371287e-10,-9.320701432891099e-10
0.05263157894736842,0.5263157894736842,8.260647721414216e-11,1.5759038518581292e-10
0.10526315789473684,0.5263157894736842,1.1927125953548057e-11,2.9188651495815066e-11
0.15789473684210525,0.5263157894736842,6.31139585038909e-11,1.824740913924927e-10
0.21052631578947367,0.5263157894736842,-2.2791901699292794e-10,-5.880912978817321e-10
0.2631578947368421,0.5263157894736842,-2.4438229218048946e-10,4.322664448608293e-11
0.3157894736842105,0.5263157894736842,-6.883926761958037e-11,-1.769133173290527e-10
0.3684210526315789,0.5263157894736842,5.4603765953231687e-11,1.418010708853501e-10
0.42105263157894735,0.5263157894736842,4.487721305679315e-11,1.618298273164953e-10
0.47368421052631576,0.5263157894736842,3.5523095576195374e-10,6.945971020577701e-10
0.5263157894736842,0.5263157894736842,1.0456002730308e-10,2.7875501906748923e-10
0.5789473684210527,0.5263157894736842,2.914524177555222e-11,7.400513535316122e-11
0.631578947368421,0.5263157894736842,-1.9950818774816526e-11,-2.6764979121907118e-11
0.6842105263157894,0.5263157894736842,-4.003763987014963e-11,-1.9193147071661087e-11
0.7368421052631579,0.5263157894736842,6.7204020126609976e-12,4.4611703220454046e-11
0.7894736842105263,0.5263157894736842,-1.7956081066472507e-11,-4.990191593279292e-11
0.8421052631578947,0.5263157894736842,-6.344957892423508e-11,-1.6066920016655217e-10
0.894736842105263,0.5263157894736842,-3.932532077755013e-11,-1.013399364424572e-10
0.9473684210526315,0.5263157894736842,-5.965961058507219e-11,-1.6716628081780982e-12
1.0,0.5263157894736842,-1.3734569037637812e-12,-4.933942143736658e-12
0.0,0.5789473684210527,5.760281140965162e-12,1.0203826672494642e-10
0.05263157894736842,0.5789473684210527,4.639955086815917e-12,1.5184276058732848e-10
0.10526315789473684,0.5789473684210527,5.688338688969452e-12,1.7285672893052606e-11
0.15789473684210525,0.5789473684210527,5.8199667307690106e-11,1.7106183136661457e-10
0.21052631578947367,0.5789473684210527,6.836997634707132e-11,1.4445045160016434e-10
0.2631578947368421,0.5789473684210527,-1.9427015551798377e-11,-5.13671882806932e-11
0.3157894736842105,0.5789473684210527,1.9312185184361397e-10,4.0880349105876235e-10
0.3684210526315789,0.5789473684210527,-5.1695869807133477e-11,5.1069537487791195e-11
0.42105263157894735,0.5789473684210527,2.038965662976011e-10,4.36308877915792e-10
0.47368421052631576,0.5789473684210527,-3.3980485092399704e-11,-8.517353489168045e-11
0.5263157894736842,0.5789473684210527,1.1894485396624077e-11,2.3416102390427795e-11
0.5789473684210527,0.5789473684210527,1.0369038960789112e-11,2.6839086508800847e-11
0.631578947368421,0.5789473684210527,1.7038481736619815e-11,4.393785335565781e-11
0.6842105263157894,0.5789473684210527,-2.1051160814522518e-10,-5.423916316082966e-10
0.7368421052631579,0.5789473684210527,1.45417011765403e-12,-3.5588754165871705e-12
0.7894736842105263,0.5789473684210527,-5.011879800065344e-12,-1.2990608588836494e-11
0.8421052631578947,0.5789473684210527,1.6684431614066852e-12,3.773703571852138e-12
0.894736842105263,0.5789473684210527,2.555278211247014e-11,6.015571374362594e-11
0.9473684210526315,0.5789473684210527,1.1392997656400894e-11,2.889405381623078e-11
1.0,0.5789473684210527,-4.6229464700786593e-11,-1.5400702935153276e-10
0.0,0.631578947368421,-2.8841939947454875e-10,-7.351680375577985e-10
0.05263157894736842,0.631578947368421,3.1739055827983975e-11,1.6759255094811465e-10
0.10526315789473684,0.631578947368421,2.689048983484099e-11,5.691019877573922e-11
0.15789473684210525,0.631578947368421,-1.5171530698410152e-11,-3.745537213717398e-11
0.21052631578947367,0.631578947368421,-9.305445303198212e-12,-2.4232671425039598e-11
0.2631578947368421,0.631578947368421,-3.379352353505283e-11,-8.713385568626109e-11
0.3157894736842105,0.631578947368421,-3.190125941188171e-11,-8.249739780197274e-11
0.3684210526315789,0.631578947368421,8.211642477107262e-11,2.2351887007943105e-10
0.42105263157894735,0.631578947368421,-2.693767431338756e-11,-7.032258109163081e-11
0.47368421052631576,0.631578947368421,-1.7017387499151937e-11,-7.927353218306621e-11
0.5263157894736842,0.631578947368421,1.5807577469217904e-11,4.097766570509975e-11
0.5789473684210527,0.631578947368421,1.4160894679093872e-12,2.7267632596306157e-12
0.631578947368421,0.631578947368421,-5.4556914541592505e-11,-9.968748049260512e-11
0.6842105263157894,0.631578947368421,-2.931233034075831e-11,-7.554257219766214e-11
0.7368421052631579,0.631578947368421,-1.5987688950502843e-10,-4.1265901806752936e-10
0.7894736842105263,0.631578947368421,-6.575195943270273e-11,-1.7642454164246146e-10
0.8421052631578947,0.631578947368421,2.0809576284364084e-11,5.266242997237214e-11
0.894736842105263,0.631578947368421,5.7087889970830474e-11,1.3817230692936278e-10
0.9473684210526315,0.631578947368421,9.896083952298795e-12,2.5250579405167173e-11
1.0,0.631578947368421,3.0840552334154836e-11,7.929673584428087e-11
0.0,0.6842105263157894,-2.5926283342414536e-10,-1.796812698628969e-11
0.05263157894736842,0.6842105263157894,7.786993272418385e-11,2.075794536260389e-10
0.10526315789473684,0.6842105263157894,9.624101515726124e-11,3.0258384686732143e-10
0.15789473684210525,0.6842105263157894,3.730438180582496e-11,9.614642415556318e-11
0.21052631578947367,0.6842105263157894,3.971978301819945e-11,1.0200851274788647e-10
0.2631578947368421,0.6842105263157894,6.883871250806806e-11,1.7778256644618295e-10
0.3157894736842105,0.6842105263157894,-8.040679233545234e-12,-2.0817014778629073e-11
0.3684210526315789,0.6842105263157894,-1.3033052415067914e-10,2.199440629624405e-11
0.42105263157894735,0.6842105263157894,-1.7276291508494523e-11,-4.411931930903279e-11
0.47368421052631576,0.6842105263157894,3.941624804326693e-11,1.0176715026233296e-10
0.5263157894736842,0.6842105263157894,-2.0386126120541803e-10,-5.250961332414761e-10
0.5789473684210527,0.6842105263157894,-1.1300183011542231e-11,-2.9149294089592104e-11
0.631578947368421,0.6842105263157894,1.0205947198471677e-11,2.6345092773993883e-11
0.6842105263157894,0.6842105263157894,1.644373526232812e-11,4.2269965305763435e-11
0.7368421052631579,0.6842105263157894,-7.02558011766996e-11,-1.8585838423845757e-10
0.7894736842105263,0.6842105263157894,-1.3293255385349312e-11,-3.641065227100171e-11
0.8421052631578947,0.6842105263157894,1.8732382311981155e-10,4.722609525664723e-10
0.894736842105263,0.6842105263157894,-2.6340707393046614e-11,-6.814981912128815e-11
0.9473684210526315,0.6842105263157894,8.855804978225024e-12,2.3019308681426764e-11
1.0,0.6842105263157894,2.0911705700399352e-10,5.391411206367991e-10
0.0,0.7368421052631579,2.1648993708822672e-10,2.8666763407514395e-10
0.05263157894736842,0.7368421052631579,-1.8178636373988866e-10,1.355003331759974e-10
0.10526315789473684,0.7368421052631579,1.2614886912842849e-10,2.849358526901824e-10
0.15789473684210525,0.7368421052631579,-3.970823669874335e-12,-1.0244138870518782e-11
0.21052631578947367,0.7368421052631579,-5.876943376392774e-11,-1.4190948416370475e-10
0.2631578947368421,0.7368421052631579,-6.20091755720864e-11,-1.5752105175792508e-10
0.3157894736842105,0.7368421052631579,-2.336020266113792e-12,-6.1134430850984245e-12
0.3684210526315789,0.7368421052631579,-2.170077451069119e-10,-5.593465690623134e-10
0.42105263157894735,0.7368421052631579,1.9181212174146367e-11,4.918526697039738e-11
0.47368421052631576,0.7368421052631579,5.869515984358031e-11,1.5116691232108792e-10
0.5263157894736842,0.7368421052631579,1.9474977186462183e-11,5.0162596298974904e-11
0.5789473684210527,0.7368421052631579,-1.9056645150783424e-11,-4.965827749003893e-11
0.631578947368421,0.7368421052631579,1.7286172493413687e-13,-5.558331572785846e-13
0.6842105263157894,0.7368421052631579,1.5092138649919207e-10,5.200422314999287e-10
0.7368421052631579,0.7368421052631579,1.402267191252804e-11,3.575012508250097e-11
0.7894736842105263,0.7368421052631579,-6.556422071923862e-12,-1.6970591598663987e-11
0.8421052631578947,0.7368421052631579,-7.1415096059013194e-12,-1.9145851570812056e-11
0.894736842105263,0.7368421052631579,3.247491164870553e-11,8.360595549206096e-11
0.9473684210526315,0.7368421052631579,-1.2808420990495506e-11,-3.322658814752799e-11
1.0,0.7368421052631579,9.297340675118448e-12,2.3949231486852796e-11
0.0,0.7894736842105263,8.623946001762306e-11,1.8751084018830966e-10
0.05263157894736842,0.7894736842105263,4.487182847512372e-10,1.1066362826106513e-09
0.10526315789473684,0.7894736842105263,8.108123061845163e-10,6.210743030976573e-10
0.15789473684210525,0.7894736842105263,6.808009711534169e-11,1.744164257466707e-10
0.21052631578947367,0.7894736842105263,-2.1104040737185414e-10,-5.438130501467242e-10
0.2631578947368421,0.7894736842105263,-8.773426429797837e-12,-2.281824729166715e-11
0.3157894736842105,0.7894736842105263,-1.8500201370841296e-11,-4.801181674451982e-11
0.3684210526315789,0.7894736842105263,4.808597964256478e-12,1.1495360219271333e-11
0.42105263157894735,0.7894736842105263,4.250455543086673e-10,4.764917349575626e-10
0.47368421052631576,0.7894736842105263,1.0269207706414818e-10,2.389853870354841e-10
0.5263157894736842,0.7894736842105263,2.7855495687845178e-12,6.5337180110702775e-12
0.5789473684210527,0.7894736842105263,-1.3718692848385672e-11,-3.5446146018358604e-11
0.631578947368421,0.7894736842105263,5.175526673895092e-12,1.8783141708667017e-11
0.6842105263157894,0.7894736842105263,2.2291057888423893e-12,5.750178111441073e-12
0.7368421052631579,0.7894736842105263,-1.0317857679353892e-11,-2.6689483956232607e-11
0.7894736842105263,0.7894736842105263,-2.1743606914981228e-11,-5.6054882957568e-11
0.8421052631578947,0.7894736842105263,7.1449512972776574e-12,-1.703435170696821e-10
0.894736842105263,0.7894736842105263,6.783396067078229e-11,1.6925549850554944e-10
0.9473684210526315,0.7894736842105263,-1.9843682252940198e-11,-5.795169899514008e-11
1.0,0.7894736842105263,-8.738121337614757e-12,-2.3353374789536474e-11
0.0,0.8421052631578947,5.6251225899472956e-11,1.5626222538145385e-10
0.05263157894736842,0.8421052631578947,-2.0009105483609346e-11,-5.1735504769112595e-11
0.10526315789473684,0.8421052631578947,9.547496127026989e-11,2.149382893890106e-10
0.15789473684210525,0.8421052631578947,-1.031552621100218e-11,-2.6753432802451016e-11
0.21052631578947367,0.8421052631578947,-6.5492056222637984e-12,-1.6862511387216728e-11
0.2631578947368421,0.8421052631578947,2.9809488211185453e-12,7.635725385313208e-12
0.3157894736842105,0.8421052631578947,7.951372893444386e-11,1.595253928954321e-10
0.3684210526315789,0.8421052631578947,-8.63054072652858e-11,-2.2840851432448517e-10
0.42105263157894735,0.8421052631578947,1.8061441231509434e-11,4.645223095067763e-11
0.47368421052631576,0.8421052631578947,-8.291745068333967e-11,-2.1392870808156772e-10
0.5263157894736842,0.8421052631578947,2.0597856753568067e-11,5.201278296951273e-11
0.5789473684210527,0.8421052631578947,1.1467937710563092e-11,2.937849963302597e-11
0.631578947368421,0.8421052631578947,2.668654186521735e-11,6.860201295921797e-11
0.6842105263157894,0.8421052631578947,-7.938649737582182e-12,-2.052519265660635e-11
0.7368421052631579,0.8421052631578947,1.0666079131027573e-10,2.7477703445910606e-10
0.7894736842105263,0.8421052631578947,-1.0703660180411134e-11,-2.7743585206962962e-11
0.8421052631578947,0.8421052631578947,3.245104185367609e-11,7.011713432092392e-11
0.894736842105263,0.8421052631578947,2.1970603114596088e-10,5.656813906185221e-10
0.9473684210526315,0.8421052631578947,-2.266076215562407e-12,-6.449507594652459e-12
1.0,0.8421052631578947,-4.134692588309008e-12,-1.1237566432953372e-11
0.0,0.894736842105263,4.55491200312963e-11,1.2110479286064901e-10
0.05263157894736842,0.894736842105263,5.254952029076776e-11,1.4252732327690865e-10
0.10526315789473684,0.894736842105263,6.892353354714942e-11,3.2405178540528823e-10
